age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count.1,two_year_recid,in_minus_offense,out_minus_in,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M
63,0,0,0,1,1,0,0,15,False,True,False,False,False,True,False,False,True,False
32,0,0,0,4,4,1,0,118,True,False,True,False,False,False,False,False,True,False
29,0,0,0,1,1,0,0,1,False,True,False,False,False,True,False,False,True,False
26,0,0,0,2,2,1,0,1,True,False,True,False,False,False,False,False,False,True
39,1,0,0,1,1,0,1671,4,False,True,False,False,True,False,False,False,False,True
30,0,0,0,3,3,1,1,530,True,False,False,False,True,False,False,False,True,False
30,0,0,0,1,1,0,368,3,False,True,True,False,False,False,False,False,True,False
48,0,0,0,2,2,0,0,1,False,True,False,False,True,False,False,False,False,True
22,0,0,0,1,1,0,0,188,False,True,True,False,False,False,False,False,True,False
46,0,0,0,6,6,1,53,23,False,True,False,False,True,False,False,False,True,False
31,0,0,0,0,0,0,720,50,False,True,False,False,True,False,False,False,True,False
25,0,0,0,1,1,1,32,4,False,True,True,False,False,False,False,False,False,True
23,0,0,0,0,0,0,1,0,False,True,False,False,False,True,False,False,True,False
32,0,0,0,5,5,0,0,1,True,False,True,False,False,False,False,False,True,False
52,0,0,0,2,2,0,109,35,False,True,False,False,False,True,False,False,False,True
62,0,0,0,8,8,0,1,16,False,True,True,False,False,False,False,False,True,False
31,0,0,0,8,8,1,0,117,False,True,False,False,False,True,False,False,True,False
28,0,0,0,6,6,1,1080,16,False,True,True,False,False,False,False,False,False,True
54,0,0,0,2,2,0,0,188,False,True,False,False,False,True,False,False,True,False
58,0,0,0,0,0,0,303,77,False,True,False,False,False,True,False,False,True,False
78,0,0,0,1,1,1,0,1,False,True,False,False,True,False,False,False,False,True
56,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,True,False
24,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,True,True,False
22,0,0,0,1,1,1,1,0,False,True,True,False,False,False,False,False,True,False
47,0,0,0,23,23,1,10,34,False,True,True,False,False,False,False,False,False,True
23,0,0,0,0,0,1,177,9,False,True,True,False,False,False,False,False,False,True
57,0,0,0,1,1,0,0,20,False,True,False,False,False,True,False,False,True,False
66,0,0,0,3,3,0,0,2,False,True,True,False,False,False,False,False,True,False
45,0,0,0,8,8,1,584,11,False,True,False,False,True,False,False,False,False,True
37,0,0,0,2,2,1,104,32,False,True,True,False,False,False,False,False,False,True
39,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,False,True,False
26,0,0,0,9,9,1,174,106,False,True,True,False,False,False,False,False,True,False
45,0,0,0,2,2,0,0,359,False,True,False,False,True,False,False,False,True,False
23,0,0,0,0,0,1,321,193,False,True,True,False,False,False,False,False,True,False
34,0,0,0,2,2,0,759,23,False,True,True,False,False,False,False,False,False,True
23,0,0,0,1,1,0,0,1,True,False,True,False,False,False,False,False,False,True
36,0,0,0,2,2,1,599,77,False,True,False,False,False,False,False,True,False,True
50,0,0,0,1,1,0,883,1,False,True,False,False,True,False,False,False,True,False
37,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,True
44,0,0,0,4,4,0,0,1,False,True,False,False,True,False,False,False,False,True
35,0,1,0,23,23,1,0,2,True,False,True,False,False,False,False,False,True,False
24,0,0,0,5,5,1,0,1,False,True,False,False,False,False,False,True,True,False
26,0,0,0,2,2,1,853,18,False,True,True,False,False,False,False,False,True,False
27,0,0,0,0,0,0,0,3,False,True,True,False,False,False,False,False,False,True
28,0,0,0,0,0,0,1,29,True,False,True,False,False,False,False,False,True,False
28,0,0,0,7,7,1,771,1504,True,False,False,False,True,False,False,False,True,False
38,0,0,0,2,2,0,62,0,False,True,True,False,False,False,False,False,True,False
28,0,0,0,1,1,0,0,79,True,False,True,False,False,False,False,False,True,False
56,0,0,0,7,7,1,0,1,False,True,False,False,True,False,False,False,True,False
38,0,0,0,15,15,0,0,2,False,True,True,False,False,False,False,False,True,False
28,0,0,0,2,2,0,2146,1,False,True,True,False,False,False,False,False,False,True
51,0,0,0,0,0,1,170,67,True,False,False,False,True,False,False,False,False,True
51,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
36,0,0,0,1,1,1,230,0,False,True,False,False,False,False,False,True,False,True
48,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
37,0,0,0,4,4,1,0,2,False,True,False,False,True,False,False,False,True,False
30,0,0,0,2,2,0,0,3,True,False,True,False,False,False,False,False,True,False
41,0,0,0,5,5,0,1,0,True,False,True,False,False,False,False,False,False,True
27,0,0,0,11,11,1,0,223,False,True,True,False,False,False,False,False,True,False
37,0,0,0,0,0,0,871,13,False,True,True,False,False,False,False,False,False,True
33,0,0,0,4,4,1,1,2,False,True,False,False,False,False,False,True,True,False
54,0,0,0,11,11,0,0,130,False,True,True,False,False,False,False,False,True,False
23,0,0,0,2,2,0,0,72,False,True,True,False,False,False,False,False,True,False
41,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,False,True
52,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,True,False
43,0,0,0,13,13,1,162,230,False,True,False,False,True,False,False,False,True,False
52,0,0,0,0,0,0,0,14,False,True,True,False,False,False,False,False,True,False
28,0,0,0,1,1,0,0,3,False,True,False,False,True,False,False,False,True,False
30,0,0,2,11,11,1,120,6,False,True,True,False,False,False,False,False,False,True
28,0,0,0,1,1,0,0,6,False,True,False,False,True,False,False,False,True,False
22,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
30,0,0,0,4,4,0,0,0,False,True,True,False,False,False,False,False,True,False
25,0,0,0,4,4,0,0,1,False,True,False,False,False,True,False,False,True,False
31,0,0,0,0,0,1,402,42,False,True,False,False,True,False,False,False,True,False
37,0,0,0,0,0,1,173,18,False,True,False,False,True,False,False,False,True,False
32,0,1,0,14,14,0,0,1,False,True,True,False,False,False,False,False,True,False
53,0,0,0,1,1,0,0,1,False,True,False,False,True,False,False,False,False,True
28,0,0,0,25,25,1,0,26,False,True,True,False,False,False,False,False,True,False
44,0,0,0,8,8,1,0,5,False,True,False,False,True,False,False,False,False,True
25,0,0,0,0,0,0,1,0,False,True,True,False,False,False,False,False,True,False
22,0,0,1,1,1,1,531,7,False,True,False,False,True,False,False,False,False,True
37,0,0,0,0,0,0,1,1,True,False,False,False,False,False,False,True,False,True
40,0,0,0,3,3,0,0,1,True,False,False,False,False,False,False,True,True,False
31,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,False,False,True
23,0,0,1,1,1,1,0,1,False,True,False,False,False,True,False,False,True,False
23,0,0,4,5,5,1,0,1,True,False,False,False,True,False,False,False,True,False
24,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,False,False,True
29,0,0,0,1,1,0,0,1,False,True,True,False,False,False,False,False,False,True
20,0,0,0,1,1,1,105,121,False,True,True,False,False,False,False,False,True,False
30,0,0,0,2,2,1,0,2,False,True,True,False,False,False,False,False,True,False
39,0,0,0,0,0,0,205,1,False,True,False,False,False,False,False,True,True,False
27,0,0,0,4,4,0,0,13,False,True,True,False,False,False,False,False,True,False
37,0,0,0,2,2,0,0,14,True,False,True,False,False,False,False,False,True,False
20,0,0,0,0,0,0,0,3,False,True,True,False,False,False,False,False,True,False
22,0,0,1,0,0,0,66,7,False,True,False,False,False,True,False,False,True,False
52,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,True,False
23,0,0,0,0,0,1,0,4,True,False,True,False,False,False,False,False,True,False
48,0,0,0,0,0,0,0,2,True,False,True,False,False,False,False,False,True,False
25,0,0,0,0,0,0,356,5,False,True,False,False,True,False,False,False,True,False
27,0,0,0,0,0,1,221,242,False,True,False,False,True,False,False,False,True,False
30,0,0,0,11,11,1,197,1,False,True,True,False,False,False,False,False,True,False
22,0,1,1,3,3,1,5,2,False,True,True,False,False,False,False,False,False,True
22,0,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,True,False
41,0,0,0,2,2,0,0,1,True,False,True,False,False,False,False,False,False,True
25,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,True,True,False
52,0,0,0,3,3,1,44,42,False,True,True,False,False,False,False,False,True,False
43,0,0,0,0,0,0,0,41,False,True,True,False,False,False,False,False,True,False
37,0,0,0,3,3,0,0,3,False,True,False,False,True,False,False,False,True,False
70,0,0,0,1,1,0,0,13,False,True,False,False,True,False,False,False,False,True
46,0,0,0,3,3,0,0,14,False,True,False,False,True,False,False,False,True,False
21,0,0,0,0,0,1,279,1,False,True,True,False,False,False,False,False,False,True
26,0,0,0,1,1,1,416,11,False,True,True,False,False,False,False,False,False,True
38,0,0,0,3,3,1,105,2,False,True,False,False,False,True,False,False,True,False
34,0,0,0,5,5,0,0,1,False,True,False,False,True,False,False,False,False,True
34,0,0,0,5,5,0,0,1,False,True,True,False,False,False,False,False,False,True
23,0,0,0,0,0,1,1,1,False,True,False,False,True,False,False,False,True,False
34,0,0,0,5,5,1,0,3,False,True,True,False,False,False,False,False,True,False
39,0,0,0,6,6,1,0,3,False,True,True,False,False,False,False,False,True,False
24,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,True,False
58,0,0,0,2,2,0,0,2,False,True,False,False,True,False,False,False,True,False
21,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,True
23,0,0,1,4,4,1,257,4,False,True,True,False,False,False,False,False,False,True
62,0,0,0,0,0,0,444,1,False,True,False,False,True,False,False,False,True,False
37,0,0,0,5,5,0,0,11,False,True,False,False,True,False,False,False,True,False
43,0,0,0,2,2,1,0,8,False,True,False,False,False,False,False,True,True,False
32,0,0,0,5,5,0,2,0,True,False,True,False,False,False,False,False,True,False
23,0,0,0,0,0,0,464,14,False,True,False,False,False,True,False,False,True,False
27,0,0,0,0,0,0,1,1,False,True,True,False,False,False,False,False,False,True
44,0,0,0,0,0,1,571,1,False,True,False,False,True,False,False,False,False,True
28,0,0,0,3,3,1,1052,0,False,True,False,False,True,False,False,False,False,True
42,0,0,0,0,0,0,60,19,True,False,False,False,True,False,False,False,True,False
24,0,1,0,9,9,1,0,5,False,True,False,False,False,False,False,True,True,False
27,0,0,0,0,0,0,0,17,False,True,True,False,False,False,False,False,True,False
20,0,0,0,0,0,1,31,4,False,True,True,False,False,False,False,False,True,False
51,0,0,0,0,0,0,1,1,True,False,False,False,True,False,False,False,False,True
56,0,0,0,0,0,0,1,1,False,True,False,False,True,False,False,False,False,True
29,0,0,0,7,7,0,0,1,False,True,True,False,False,False,False,False,True,False
20,0,0,0,0,0,1,259,15,False,True,True,False,False,False,False,False,True,False
27,0,0,0,8,8,0,0,239,False,True,False,False,True,False,False,False,True,False
24,0,1,0,2,2,1,70,53,False,True,True,False,False,False,False,False,True,False
53,0,0,0,36,36,1,155,1,False,True,False,False,True,False,False,False,True,False
28,0,0,0,2,2,1,1,1,False,True,False,False,True,False,False,False,False,True
21,0,1,0,3,3,0,523,24,False,True,False,False,False,True,False,False,True,False
36,0,0,0,0,0,0,0,12,True,False,True,False,False,False,False,False,True,False
25,0,0,0,2,2,1,56,9,True,False,False,False,True,False,False,False,False,True
23,0,0,0,1,1,0,825,10,True,False,False,False,False,True,False,False,False,True
28,0,0,0,1,1,0,139,1,False,True,False,False,True,False,False,False,True,False
21,0,0,0,0,0,1,272,0,True,False,True,False,False,False,False,False,True,False
36,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
24,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
30,0,0,0,1,1,1,0,1,False,True,False,False,False,False,False,True,True,False
29,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
30,0,0,0,0,0,0,1,4,True,False,False,False,True,False,False,False,False,True
51,0,0,0,1,1,0,1,1,False,True,False,False,False,True,False,False,False,True
32,0,1,0,12,12,1,0,2,False,True,True,False,False,False,False,False,True,False
23,0,0,1,1,1,0,1,1,False,True,True,False,False,False,False,False,True,False
47,0,0,0,3,3,0,96,1,False,True,True,False,False,False,False,False,True,False
37,0,0,0,0,0,0,412,2,False,True,False,False,True,False,False,False,True,False
19,0,2,0,2,2,1,84,1,False,True,True,False,False,False,False,False,True,False
27,0,0,0,0,0,0,0,2,False,True,False,False,False,True,False,False,False,True
39,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,True
21,0,0,2,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False
69,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
21,0,0,0,2,2,0,0,3,False,True,False,False,True,False,False,False,True,False
26,0,0,1,6,6,1,221,2,False,True,True,False,False,False,False,False,False,True
22,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,True,False
23,0,0,0,0,0,1,385,23,True,False,True,False,False,False,False,False,True,False
49,0,0,0,3,3,0,690,5,False,True,True,False,False,False,False,False,True,False
29,0,0,1,2,2,0,787,1,False,True,True,False,False,False,False,False,False,True
60,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True
23,2,0,0,3,3,1,412,321,False,True,True,False,False,False,False,False,True,False
20,1,0,0,1,1,0,0,89,True,False,False,False,False,False,False,True,True,False
36,0,0,0,1,1,0,161,0,False,True,False,False,False,True,False,False,True,False
30,0,0,0,0,0,0,1,2,False,True,False,False,True,False,False,False,True,False
21,0,1,0,1,1,0,1,0,False,True,True,False,False,False,False,False,True,False
22,0,0,0,2,2,1,159,2,False,True,False,False,True,False,False,False,False,True
21,0,0,0,4,4,1,0,220,False,True,True,False,False,False,False,False,True,False
21,0,0,0,0,0,1,120,22,False,True,True,False,False,False,False,False,True,False
34,0,0,0,1,1,0,0,0,False,True,False,False,True,False,False,False,False,True
50,0,0,0,1,1,1,86,20,True,False,False,False,True,False,False,False,False,True
40,0,0,0,0,0,1,0,8,False,True,False,False,True,False,False,False,True,False
25,0,0,0,7,7,1,0,127,False,True,True,False,False,False,False,False,True,False
53,0,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,False,True
24,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,True,False
42,0,0,0,1,1,0,0,4,False,True,True,False,False,False,False,False,True,False
28,0,0,0,1,1,0,0,2,False,True,True,False,False,False,False,False,False,True
26,1,1,0,6,6,1,883,1,False,True,True,False,False,False,False,False,True,False
22,0,0,0,4,4,1,715,198,False,True,True,False,False,False,False,False,True,False
21,0,0,0,3,3,0,0,6,False,True,False,False,True,False,False,False,False,True
37,0,0,0,23,23,1,24,70,False,True,True,False,False,False,False,False,True,False
35,0,0,0,2,2,0,0,5,False,True,True,False,False,False,False,False,True,False
53,0,0,0,2,2,0,0,1,False,True,True,False,False,False,False,False,True,False
29,0,0,0,7,7,0,774,4,False,True,True,False,False,False,False,False,True,False
48,1,0,0,23,23,1,361,280,False,True,False,False,True,False,False,False,True,False
52,0,0,0,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True
27,0,0,0,12,12,1,342,46,False,True,True,False,False,False,False,False,True,False
28,0,0,0,5,5,0,0,15,False,True,True,False,False,False,False,False,True,False
33,0,0,0,3,3,0,1,0,False,True,False,False,True,False,False,False,False,True
28,0,0,0,0,0,0,0,2,True,False,False,False,False,True,False,False,True,False
36,0,0,0,14,14,1,20,1,False,True,True,False,False,False,False,False,True,False
29,1,0,0,2,2,0,0,2,False,True,True,False,False,False,False,False,True,False
22,0,0,1,0,0,1,363,11,False,True,True,False,False,False,False,False,False,True
25,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,True,False
56,0,0,0,5,5,0,159,143,False,True,True,False,False,False,False,False,True,False
27,0,0,0,9,9,1,56,43,False,True,True,False,False,False,False,False,True,False
52,0,0,0,4,4,1,234,110,False,True,False,False,True,False,False,False,True,False
32,0,0,0,3,3,0,495,4,False,True,True,False,False,False,False,False,True,False
60,0,0,0,4,4,0,0,1,False,True,False,False,False,False,False,True,True,False
23,0,0,0,1,1,0,0,5,False,True,False,False,False,True,False,False,False,True
39,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True
56,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
22,0,0,0,0,0,0,1,0,True,False,True,False,False,False,False,False,True,False
53,0,0,0,11,11,0,0,110,False,True,True,False,False,False,False,False,True,False
25,0,0,0,0,0,1,506,0,False,True,False,False,True,False,False,False,False,True
21,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True
22,0,0,0,0,0,0,0,2,False,True,False,False,True,False,False,False,True,False
58,0,0,0,2,2,0,206,17,True,False,False,False,True,False,False,False,False,True
31,0,0,0,7,7,1,1,1,False,True,True,False,False,False,False,False,False,True
22,0,0,0,1,1,1,569,290,False,True,False,False,True,False,False,False,True,False
28,0,0,0,8,8,1,0,3,False,True,True,False,False,False,False,False,True,False
42,0,0,0,1,1,0,0,2,False,True,False,False,False,False,False,True,True,False
20,0,0,0,0,0,1,0,1,False,True,True,False,False,False,False,False,True,False
29,0,0,0,0,0,1,0,5,False,True,False,False,True,False,False,False,False,True
58,0,0,0,21,21,1,0,4,False,True,True,False,False,False,False,False,False,True
22,0,0,0,3,3,0,421,6,False,True,True,False,False,False,False,False,True,False
48,0,0,0,1,1,1,0,1,False,True,False,False,False,True,False,False,False,True
37,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False
57,0,0,0,1,1,1,60,118,False,True,True,False,False,False,False,False,True,False
27,0,0,0,3,3,0,0,0,False,True,False,False,True,False,False,False,False,True
